symbol,yfinance_symbol,name,sector,exchange
TCI,TCI,TRANSCONTINENTAL REALTY INVESTORS,Real Estate,NYSE
HQI,HQI,HIREQUEST INC,Industrials,NASDAQ
OPAL,OPAL,OPAL FUELS INC CLASS A,Energy,NASDAQ
PLBY,PLBY,PLAYBOY INC,Consumer Discretionary,NASDAQ
ZENA,ZENA,ZENATECH INC,Information Technology,NASDAQ
PPHC,PPHC,PUBLIC POLICY HOLDING INC,Industrials,NASDAQ
OPTX,OPTX,SYNTEC OPTICS HOLDINGS INC CLASS A,Information Technology,NASDAQ
VHI,VHI,VALHI INC,Materials,NYSE
SBC,SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,NASDAQ
AKE,AKE,AKERO THERAPEUTICS CVR,Health Care,NASDAQ
NL,NL,NLI HOLDINGS INC,Industrials,NYSE
CIX,CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,NYSE American
NAUT,NAUT,NAUTILUS BIOTECHNOLGY INC,Health Care,NASDAQ
LVWR,LVWR,LIVEWIRE GROUP INC,Consumer Discretionary,NYSE
RDZN,RDZN,ROADZEN INC,Information Technology,NASDAQ
TOYO,TOYO,TOYO LTD,Information Technology,NASDAQ
VATE,VATE,INNOVATE CORP,Industrials,NYSE
VALU,VALU,VALUE LINE INC,Financials,NASDAQ
ARMP,ARMP,ARMATA PHARMACEUTICALS INC,Health Care,NYSE American
ELTX,ELTX,ELICIO THERAPEUTICS INC,Health Care,NASDAQ
FGBI,FGBI,FIRST GUARANTY BANCSHARES INC,Financials,NASDAQ
SBMT,SBMT,SILVER BOW MINING CORP,Materials,NYSE American
RENT,RENT,RENT THE RUNWAY INC CLASS A,Consumer Discretionary,NASDAQ
LEE,LEE,LEE ENTERPRISES INC,Communication,NASDAQ
CHCI,CHCI,COMSTOCK HOLDING COMPANIES INC CLA,Real Estate,NASDAQ
CNTB,CNTB,CONNECT BIOPHARMA HOLDINGS LTD,Health Care,NASDAQ
AFRI,AFRI,FORAFRIC GLOBAL PLC,Consumer Staples,NASDAQ
UP,UP,WHEELS UP EXPERIENCE INC CLASS A,Industrials,NYSE
USGO,USGO,US GOLDMINING INC,Materials,NASDAQ
METCB,METCB,RAMACO RESOURCES INC CLASS B,Materials,NASDAQ
FLYX,FLYX,FLYEXCLUSIVE INC CLASS A,Industrials,NYSE American
ARL,ARL,AMERICAN REALTY INVESTORS INC,Real Estate,NYSE
